id;title;author;isbn;synopsis;shareable;book_cover
561;The Heart Machine;Hildagard Sandal;149950992-8;magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
562;Gate of Hell (Jigokumon);Kellyann Stiegers;381366861-4;morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
563;Dangerous Minds;Jilli Lawlance;483881922-6;eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
564;It's in the Water;Estele Sweeting;546976788-4;nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
565;Drained (O cheiro do Ralo);Bailie Haysar;607148326-3;pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
566;Lady in White (a.k.a. The Mystery of the Lady in White);Adriana Caldecott;968123432-4;eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
567;I Wanna Hold Your Hand;Dewie Lamyman;023155766-3;neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
568;Song of the South;Roxanne Askin;953553990-6;nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
569;Love and Basketball;Ewan McNea;398972012-0;quisque porta volutpat erat quisque erat eros viverra eget congue eget;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
570;Seizure;Rene Graver;303674275-1;ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
571;Lost Boys: The Tribe;Danita Mercik;376438055-1;in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
572;"Story of Dr. Wassell; The";Gerrilee Thredder;491372944-6;massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
573;East is East;Lindsy Mapston;420471805-1;lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
574;"Personals; The (Zheng hun qi shi)";Shane Elflain;304659940-4;nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
575;Girl Most Likely;Bryana Fehely;666710834-9;pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
576;"Possession of David O'Reilly; The ";Catlee Simpson;658451915-5;urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
577;Bent;Any Wallas;429016579-6;nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
578;Piranha;Adrianne Carnduff;640547426-7;duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
579;Nothing About Robert (Rien sur Robert);Brennen MacLise;810054707-6;in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
580;Get Out of My Room;Mirelle Shulem;754273614-0;nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
581;"Little Indian; Big City (Un indien dans la ville)";Wald Wort;839393655-1;mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
582;Toy Soldiers;Nathanial Rathmell;052511148-4;sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
583;Sasha (Sascha);Whitney Spinetti;552162872-X;pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
584;"Girl; The";Joelie Wardlow;299268228-4;quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
585;See This Movie;Wyn Petow;847698114-7;turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
586;Bachelor Party Vegas;Sigismund Pedrol;809312047-5;lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
587;"J. Gang Meets Dynamite Harry; The (Jönssonligan & DynamitHarry)";Hillard Gayther;016113776-8;accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
588;"Messenger; The (Ulak)";Dorthy Pennini;051580161-5;at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
589;Born to Dance;Ashlee Tondeur;969520702-2;vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
590;Too Shy to Try (Je suis timide... mais je me soigne);Windy Aslin;051835672-8;donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
591;Band Baaja Baaraat;Linn Hildred;920281601-8;vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
592;Promised Land;Cully Shale;000657238-3;pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
593;U2: Rattle and Hum;Knox Spoerl;904833186-2;donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
594;Love;Lonni Febry;631739776-7;aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
595;Glasses (Megane);Oralie Samwell;955928828-8;tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
596;Limit (Limite);Yehudi Muzzi;516281131-9;dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
597;Misunderstood;Westleigh Tresler;177562062-X;nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
598;Reversal of Fortune;Marti Fautly;351119774-0;id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
599;Murder in Greenwich;Carine Franchi;126896486-7;congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
600;Ripe;Antone Ligerton;196851154-7;elementum in hac habitasse platea dictumst morbi vestibulum velit id;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
601;Corto Maltese: Under the Sign of Capricorn (Sous le signe du capricorne);Jephthah Rubinsaft;611544637-6;at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
602;Pain & Gain;Etti Canwell;654177492-7;duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
603;"Official Story; The (La historia oficial)";Cirillo Yurtsev;408746387-7;in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
604;"Tall Blond Man with One Black Shoe; The (Le grand blond avec une chaussure noire)";Pammy Hawgood;123065136-5;interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
605;Charade;Christina Mellem;129560524-4;congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
606;The Reunion;Gloria Pigford;821534468-2;leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
607;Resolution;Winthrop Filov;464001102-4;eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
608;Madhouse;Garwin Pettiford;764310379-8;primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
609;"Hot Chick; The";Masha Kaplan;819942437-0;etiam faucibus cursus urna ut tellus nulla ut erat id mauris;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
610;Return with Honor;Willy Craster;733488087-0;platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
611;Android;Michelina Isenor;697276596-X;in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
612;Jesse Stone: Benefit of the Doubt;Katerine Jorgesen;698579481-5;aliquet maecenas leo odio condimentum id luctus nec molestie sed;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
613;The Mystery of the Leaping Fish;Bryon Joslyn;225136504-4;sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
614;"3rd Voice; The";Kassi Dienes;079102563-2;lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
615;Dr. Bronner's Magic Soapbox;Abba Rawsthorn;890869430-7;eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
616;Period of Adjustment;Ralph Hrishchenko;423903644-5;ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
617;Rustlers' Rhapsody;Verina Courteney;752323091-1;at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
618;Beyond Outrage;Phoebe Oakes;570274975-8;sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
619;Mean Creek;Batholomew Haithwaite;170840372-8;quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
620;Charlie and the Chocolate Factory;Nate Irvine;250676849-1;ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
